mlp
2024-08-18 16:15:28.236549: Remain 348 Samples, max category conditions [33], timestep  999
2024-08-18 16:17:27.764143: Remain 12 Samples, max category conditions [33], timestep  654
2024-08-18 16:17:27.850656: Remain 12 Samples, max category conditions [33], timestep  653
2024-08-18 16:17:27.935660: Remain 12 Samples, max category conditions [33], timestep  652
2024-08-18 16:17:28.021169: Remain 12 Samples, max category conditions [33], timestep  651
2024-08-18 16:17:28.106682: Remain 12 Samples, max category conditions [33], timestep  650
2024-08-18 16:17:28.192229: Remain 12 Samples, max category conditions [33], timestep  649
2024-08-18 16:17:28.277774: Remain 12 Samples, max category conditions [33], timestep  648
2024-08-18 16:17:28.363325: Remain 12 Samples, max category conditions [33], timestep  647
2024-08-18 16:17:28.449574: Remain 12 Samples, max category conditions [33], timestep  646
2024-08-18 16:17:28.534612: Remain 12 Samples, max category conditions [33], timestep  645
2024-08-18 16:17:28.621086: Remain 12 Samples, max category conditions [33], timestep  644
2024-08-18 16:17:28.706594: Remain 12 Samples, max category conditions [33], timestep  643
2024-08-18 16:17:28.793116: Remain 12 Samples, max category conditions [33], timestep  642
2024-08-18 16:17:28.877630: Remain 12 Samples, max category conditions [33], timestep  641
2024-08-18 16:17:28.963166: Remain 12 Samples, max category conditions [33], timestep  640
2024-08-18 16:17:29.051744: Remain 12 Samples, max category conditions [33], timestep  639
2024-08-18 16:17:29.137747: Remain 12 Samples, max category conditions [33], timestep  638
2024-08-18 16:17:29.223258: Remain 12 Samples, max category conditions [33], timestep  637
2024-08-18 16:17:29.308773: Remain 12 Samples, max category conditions [33], timestep  636
2024-08-18 16:17:29.394353: Remain 12 Samples, max category conditions [33], timestep  635
2024-08-18 16:17:29.479899: Remain 12 Samples, max category conditions [33], timestep  634
2024-08-18 16:17:29.566886: Remain 12 Samples, max category conditions [33], timestep  633
2024-08-18 16:17:29.652466: Remain 12 Samples, max category conditions [33], timestep  632
2024-08-18 16:17:29.738494: Remain 12 Samples, max category conditions [33], timestep  631
2024-08-18 16:17:29.824017: Remain 12 Samples, max category conditions [33], timestep  630
2024-08-18 16:17:29.910564: Remain 12 Samples, max category conditions [33], timestep  629
2024-08-18 16:17:29.996168: Remain 12 Samples, max category conditions [33], timestep  628
2024-08-18 16:17:30.081712: Remain 12 Samples, max category conditions [33], timestep  627
2024-08-18 16:17:30.167326: Remain 12 Samples, max category conditions [33], timestep  626
2024-08-18 16:17:30.252887: Remain 12 Samples, max category conditions [33], timestep  625
2024-08-18 16:17:30.337911: Remain 12 Samples, max category conditions [33], timestep  624
2024-08-18 16:17:30.423470: Remain 12 Samples, max category conditions [33], timestep  623
2024-08-18 16:17:30.512009: Remain 12 Samples, max category conditions [33], timestep  622
2024-08-18 16:17:30.596521: Remain 12 Samples, max category conditions [33], timestep  621
2024-08-18 16:17:30.683177: Remain 12 Samples, max category conditions [33], timestep  620
2024-08-18 16:17:30.768723: Remain 12 Samples, max category conditions [33], timestep  619
2024-08-18 16:17:30.854264: Remain 12 Samples, max category conditions [33], timestep  618
2024-08-18 16:17:30.940270: Remain 12 Samples, max category conditions [33], timestep  617
2024-08-18 16:17:31.025776: Remain 12 Samples, max category conditions [33], timestep  616
2024-08-18 16:17:31.111419: Remain 12 Samples, max category conditions [33], timestep  615
2024-08-18 16:17:31.196965: Remain 12 Samples, max category conditions [33], timestep  614
2024-08-18 16:17:31.281486: Remain 12 Samples, max category conditions [33], timestep  613
2024-08-18 16:17:31.368088: Remain 12 Samples, max category conditions [33], timestep  612
2024-08-18 16:17:31.453643: Remain 12 Samples, max category conditions [33], timestep  611
2024-08-18 16:17:31.538711: Remain 12 Samples, max category conditions [33], timestep  610
2024-08-18 16:17:31.624256: Remain 12 Samples, max category conditions [33], timestep  609
2024-08-18 16:17:31.710732: Remain 12 Samples, max category conditions [33], timestep  608
2024-08-18 16:17:31.797341: Remain 12 Samples, max category conditions [33], timestep  607
2024-08-18 16:17:31.885427: Remain 12 Samples, max category conditions [33], timestep  606
2024-08-18 16:17:31.972035: Remain 12 Samples, max category conditions [33], timestep  605
2024-08-18 16:17:32.057611: Remain 12 Samples, max category conditions [33], timestep  604
2024-08-18 16:17:32.143647: Remain 12 Samples, max category conditions [33], timestep  603
2024-08-18 16:17:32.229222: Remain 12 Samples, max category conditions [33], timestep  602
2024-08-18 16:17:32.315801: Remain 12 Samples, max category conditions [33], timestep  601
2024-08-18 16:17:32.400181: Remain 12 Samples, max category conditions [33], timestep  600
2024-08-18 16:17:32.485685: Remain 12 Samples, max category conditions [33], timestep  599
2024-08-18 16:17:32.571231: Remain 12 Samples, max category conditions [33], timestep  598
2024-08-18 16:17:32.656774: Remain 12 Samples, max category conditions [33], timestep  597
2024-08-18 16:17:32.742777: Remain 12 Samples, max category conditions [33], timestep  596
2024-08-18 16:17:32.829320: Remain 12 Samples, max category conditions [33], timestep  595
2024-08-18 16:17:32.913869: Remain 12 Samples, max category conditions [33], timestep  594
2024-08-18 16:17:33.000439: Remain 12 Samples, max category conditions [33], timestep  593
2024-08-18 16:17:33.087553: Remain 12 Samples, max category conditions [33], timestep  592
2024-08-18 16:17:33.172762: Remain 12 Samples, max category conditions [33], timestep  591
2024-08-18 16:17:33.259308: Remain 12 Samples, max category conditions [33], timestep  590
2024-08-18 16:17:33.345913: Remain 12 Samples, max category conditions [33], timestep  589
2024-08-18 16:17:33.430951: Remain 12 Samples, max category conditions [33], timestep  588
2024-08-18 16:17:33.516532: Remain 12 Samples, max category conditions [33], timestep  587
2024-08-18 16:17:33.602139: Remain 12 Samples, max category conditions [33], timestep  586
2024-08-18 16:17:33.687752: Remain 12 Samples, max category conditions [33], timestep  585
2024-08-18 16:17:33.773328: Remain 12 Samples, max category conditions [33], timestep  584
2024-08-18 16:17:33.859902: Remain 12 Samples, max category conditions [33], timestep  583
2024-08-18 16:17:33.944975: Remain 12 Samples, max category conditions [33], timestep  582
2024-08-18 16:17:34.030549: Remain 12 Samples, max category conditions [33], timestep  581
2024-08-18 16:17:34.115128: Remain 12 Samples, max category conditions [33], timestep  580
2024-08-18 16:17:34.201777: Remain 12 Samples, max category conditions [33], timestep  579
2024-08-18 16:17:34.288347: Remain 12 Samples, max category conditions [33], timestep  578
2024-08-18 16:17:34.373856: Remain 12 Samples, max category conditions [33], timestep  577
2024-08-18 16:17:34.459466: Remain 12 Samples, max category conditions [33], timestep  576
2024-08-18 16:17:34.545502: Remain 12 Samples, max category conditions [33], timestep  575
2024-08-18 16:17:34.632045: Remain 12 Samples, max category conditions [33], timestep  574
2024-08-18 16:17:34.717656: Remain 12 Samples, max category conditions [33], timestep  573
2024-08-18 16:17:34.805230: Remain 12 Samples, max category conditions [33], timestep  572
2024-08-18 16:17:34.889777: Remain 12 Samples, max category conditions [33], timestep  571
2024-08-18 16:17:34.976358: Remain 12 Samples, max category conditions [33], timestep  570
2024-08-18 16:17:35.061932: Remain 12 Samples, max category conditions [33], timestep  569
2024-08-18 16:17:35.148547: Remain 12 Samples, max category conditions [33], timestep  568
2024-08-18 16:17:35.233585: Remain 12 Samples, max category conditions [33], timestep  567
2024-08-18 16:17:35.320160: Remain 12 Samples, max category conditions [33], timestep  566
2024-08-18 16:17:35.406245: Remain 12 Samples, max category conditions [33], timestep  565
2024-08-18 16:17:35.492828: Remain 12 Samples, max category conditions [33], timestep  564
2024-08-18 16:17:35.578367: Remain 12 Samples, max category conditions [33], timestep  563
2024-08-18 16:17:35.663994: Remain 12 Samples, max category conditions [33], timestep  562
2024-08-18 16:17:35.750509: Remain 12 Samples, max category conditions [33], timestep  561
2024-08-18 16:17:35.835575: Remain 12 Samples, max category conditions [33], timestep  560
2024-08-18 16:17:35.921053: Remain 12 Samples, max category conditions [33], timestep  559
2024-08-18 16:17:36.006662: Remain 12 Samples, max category conditions [33], timestep  558
2024-08-18 16:17:36.093271: Remain 12 Samples, max category conditions [33], timestep  557
2024-08-18 16:17:36.177916: Remain 12 Samples, max category conditions [33], timestep  556
2024-08-18 16:17:36.263458: Remain 12 Samples, max category conditions [33], timestep  555
2024-08-18 16:17:36.349970: Remain 12 Samples, max category conditions [33], timestep  554
2024-08-18 16:17:36.437973: Remain 12 Samples, max category conditions [33], timestep  553
2024-08-18 16:17:36.523584: Remain 12 Samples, max category conditions [33], timestep  552
2024-08-18 16:17:36.609158: Remain 12 Samples, max category conditions [33], timestep  551
2024-08-18 16:17:36.694775: Remain 12 Samples, max category conditions [33], timestep  550
2024-08-18 16:17:36.781347: Remain 12 Samples, max category conditions [33], timestep  549
2024-08-18 16:17:36.865959: Remain 12 Samples, max category conditions [33], timestep  548
2024-08-18 16:17:36.951582: Remain 12 Samples, max category conditions [33], timestep  547
2024-08-18 16:17:37.037552: Remain 12 Samples, max category conditions [33], timestep  546
2024-08-18 16:17:37.123126: Remain 12 Samples, max category conditions [33], timestep  545
2024-08-18 16:17:37.208706: Remain 12 Samples, max category conditions [33], timestep  544
2024-08-18 16:17:37.295311: Remain 12 Samples, max category conditions [33], timestep  543
2024-08-18 16:17:37.380733: Remain 12 Samples, max category conditions [33], timestep  542
2024-08-18 16:17:37.466309: Remain 12 Samples, max category conditions [33], timestep  541
2024-08-18 16:17:37.553820: Remain 12 Samples, max category conditions [33], timestep  540
2024-08-18 16:17:37.640823: Remain 12 Samples, max category conditions [33], timestep  539
2024-08-18 16:17:37.726845: Remain 12 Samples, max category conditions [33], timestep  538
2024-08-18 16:17:37.812433: Remain 12 Samples, max category conditions [33], timestep  537
2024-08-18 16:17:37.897916: Remain 12 Samples, max category conditions [33], timestep  536
2024-08-18 16:17:37.983522: Remain 12 Samples, max category conditions [33], timestep  535
2024-08-18 16:17:38.069062: Remain 12 Samples, max category conditions [33], timestep  534
2024-08-18 16:17:38.153674: Remain 12 Samples, max category conditions [33], timestep  533
2024-08-18 16:17:38.239704: Remain 12 Samples, max category conditions [33], timestep  532
2024-08-18 16:17:38.325246: Remain 12 Samples, max category conditions [33], timestep  531
2024-08-18 16:17:38.410798: Remain 12 Samples, max category conditions [33], timestep  530
2024-08-18 16:17:38.497297: Remain 12 Samples, max category conditions [33], timestep  529
2024-08-18 16:17:38.583937: Remain 12 Samples, max category conditions [33], timestep  528
2024-08-18 16:17:38.670451: Remain 12 Samples, max category conditions [33], timestep  527
2024-08-18 16:17:38.756060: Remain 12 Samples, max category conditions [33], timestep  526
2024-08-18 16:17:38.842539: Remain 12 Samples, max category conditions [33], timestep  525
2024-08-18 16:17:38.929076: Remain 12 Samples, max category conditions [33], timestep  524
2024-08-18 16:17:39.016689: Remain 12 Samples, max category conditions [33], timestep  523
2024-08-18 16:17:39.102262: Remain 12 Samples, max category conditions [33], timestep  522
2024-08-18 16:17:39.187804: Remain 12 Samples, max category conditions [33], timestep  521
2024-08-18 16:17:39.273447: Remain 12 Samples, max category conditions [33], timestep  520
2024-08-18 16:17:39.358961: Remain 12 Samples, max category conditions [33], timestep  519
2024-08-18 16:17:39.445000: Remain 12 Samples, max category conditions [33], timestep  518
2024-08-18 16:17:39.530505: Remain 12 Samples, max category conditions [33], timestep  517
2024-08-18 16:17:39.617123: Remain 12 Samples, max category conditions [33], timestep  516
2024-08-18 16:17:39.704699: Remain 12 Samples, max category conditions [33], timestep  515
2024-08-18 16:17:39.790309: Remain 12 Samples, max category conditions [33], timestep  514
2024-08-18 16:17:39.876894: Remain 12 Samples, max category conditions [33], timestep  513
2024-08-18 16:17:39.962500: Remain 12 Samples, max category conditions [33], timestep  512
2024-08-18 16:17:40.047534: Remain 12 Samples, max category conditions [33], timestep  511
2024-08-18 16:17:40.133109: Remain 12 Samples, max category conditions [33], timestep  510
2024-08-18 16:17:40.218682: Remain 12 Samples, max category conditions [33], timestep  509
2024-08-18 16:17:40.304296: Remain 12 Samples, max category conditions [33], timestep  508
2024-08-18 16:17:40.389919: Remain 12 Samples, max category conditions [33], timestep  507
2024-08-18 16:17:40.478492: Remain 12 Samples, max category conditions [33], timestep  506
2024-08-18 16:17:40.563879: Remain 12 Samples, max category conditions [33], timestep  505
2024-08-18 16:17:40.649850: Remain 12 Samples, max category conditions [33], timestep  504
2024-08-18 16:17:40.736392: Remain 12 Samples, max category conditions [33], timestep  503
2024-08-18 16:17:40.823000: Remain 12 Samples, max category conditions [33], timestep  502
2024-08-18 16:17:40.908582: Remain 12 Samples, max category conditions [33], timestep  501
2024-08-18 16:17:40.995226: Remain 12 Samples, max category conditions [33], timestep  500
2024-08-18 16:17:41.080830: Remain 12 Samples, max category conditions [33], timestep  499
2024-08-18 16:17:41.166439: Remain 12 Samples, max category conditions [33], timestep  498
2024-08-18 16:17:41.252013: Remain 12 Samples, max category conditions [33], timestep  497
2024-08-18 16:17:41.337050: Remain 12 Samples, max category conditions [33], timestep  496
2024-08-18 16:17:41.422654: Remain 12 Samples, max category conditions [33], timestep  495
2024-08-18 16:17:41.508264: Remain 12 Samples, max category conditions [33], timestep  494
2024-08-18 16:17:41.594882: Remain 12 Samples, max category conditions [33], timestep  493
2024-08-18 16:17:41.680423: Remain 12 Samples, max category conditions [33], timestep  492
2024-08-18 16:17:41.766599: Remain 12 Samples, max category conditions [33], timestep  491
2024-08-18 16:17:41.853107: Remain 12 Samples, max category conditions [33], timestep  490
2024-08-18 16:17:41.939115: Remain 12 Samples, max category conditions [33], timestep  489
2024-08-18 16:17:42.028719: Remain 12 Samples, max category conditions [33], timestep  488
2024-08-18 16:17:42.114254: Remain 12 Samples, max category conditions [33], timestep  487
2024-08-18 16:17:42.200422: Remain 12 Samples, max category conditions [33], timestep  486
2024-08-18 16:17:42.286063: Remain 12 Samples, max category conditions [33], timestep  485
2024-08-18 16:17:42.372673: Remain 12 Samples, max category conditions [33], timestep  484
2024-08-18 16:17:42.458280: Remain 12 Samples, max category conditions [33], timestep  483
2024-08-18 16:17:42.544285: Remain 12 Samples, max category conditions [33], timestep  482
2024-08-18 16:17:42.630865: Remain 12 Samples, max category conditions [33], timestep  481
2024-08-18 16:17:42.717382: Remain 12 Samples, max category conditions [33], timestep  480
2024-08-18 16:17:42.802960: Remain 12 Samples, max category conditions [33], timestep  479
2024-08-18 16:17:42.887579: Remain 12 Samples, max category conditions [33], timestep  478
2024-08-18 16:17:42.975122: Remain 12 Samples, max category conditions [33], timestep  477
2024-08-18 16:17:43.061735: Remain 12 Samples, max category conditions [33], timestep  476
2024-08-18 16:17:43.147763: Remain 12 Samples, max category conditions [33], timestep  475
2024-08-18 16:17:43.234304: Remain 12 Samples, max category conditions [33], timestep  474
2024-08-18 16:17:43.319955: Remain 12 Samples, max category conditions [33], timestep  473
2024-08-18 16:17:43.405522: Remain 12 Samples, max category conditions [33], timestep  472
2024-08-18 16:17:43.491093: Remain 12 Samples, max category conditions [33], timestep  471
2024-08-18 16:17:43.576701: Remain 12 Samples, max category conditions [33], timestep  470
2024-08-18 16:17:43.663308: Remain 12 Samples, max category conditions [33], timestep  469
2024-08-18 16:17:43.748344: Remain 12 Samples, max category conditions [33], timestep  468
2024-08-18 16:17:43.833888: Remain 12 Samples, max category conditions [33], timestep  467
2024-08-18 16:17:43.919499: Remain 12 Samples, max category conditions [33], timestep  466
2024-08-18 16:17:44.006117: Remain 12 Samples, max category conditions [33], timestep  465
2024-08-18 16:17:44.092687: Remain 12 Samples, max category conditions [33], timestep  464
2024-08-18 16:17:44.178334: Remain 12 Samples, max category conditions [33], timestep  463
2024-08-18 16:17:44.263912: Remain 12 Samples, max category conditions [33], timestep  462
2024-08-18 16:17:44.348917: Remain 12 Samples, max category conditions [33], timestep  461
2024-08-18 16:17:44.434525: Remain 12 Samples, max category conditions [33], timestep  460
2024-08-18 16:17:44.519708: Remain 12 Samples, max category conditions [33], timestep  459
2024-08-18 16:17:44.607319: Remain 12 Samples, max category conditions [33], timestep  458
2024-08-18 16:17:44.695828: Remain 12 Samples, max category conditions [33], timestep  457
2024-08-18 16:17:44.780333: Remain 12 Samples, max category conditions [33], timestep  456
2024-08-18 16:17:44.865840: Remain 12 Samples, max category conditions [33], timestep  455
2024-08-18 16:17:44.951875: Remain 12 Samples, max category conditions [33], timestep  454
2024-08-18 16:17:45.036417: Remain 12 Samples, max category conditions [33], timestep  453
2024-08-18 16:17:45.122994: Remain 12 Samples, max category conditions [33], timestep  452
2024-08-18 16:17:45.208507: Remain 12 Samples, max category conditions [33], timestep  451
2024-08-18 16:17:45.295077: Remain 12 Samples, max category conditions [33], timestep  450
2024-08-18 16:17:45.380685: Remain 12 Samples, max category conditions [33], timestep  449
2024-08-18 16:17:45.467191: Remain 12 Samples, max category conditions [33], timestep  448
2024-08-18 16:17:45.553228: Remain 12 Samples, max category conditions [33], timestep  447
2024-08-18 16:17:45.637768: Remain 12 Samples, max category conditions [33], timestep  446
2024-08-18 16:17:45.724434: Remain 12 Samples, max category conditions [33], timestep  445
2024-08-18 16:17:45.810082: Remain 12 Samples, max category conditions [33], timestep  444
2024-08-18 16:17:45.895654: Remain 12 Samples, max category conditions [33], timestep  443
2024-08-18 16:17:45.981265: Remain 12 Samples, max category conditions [33], timestep  442
2024-08-18 16:17:46.066811: Remain 12 Samples, max category conditions [33], timestep  441
2024-08-18 16:17:46.152843: Remain 12 Samples, max category conditions [33], timestep  440
2024-08-18 16:17:46.240354: Remain 12 Samples, max category conditions [33], timestep  439
2024-08-18 16:17:46.325867: Remain 12 Samples, max category conditions [33], timestep  438
2024-08-18 16:17:46.412472: Remain 12 Samples, max category conditions [33], timestep  437
2024-08-18 16:17:46.498014: Remain 12 Samples, max category conditions [33], timestep  436
2024-08-18 16:17:46.582523: Remain 12 Samples, max category conditions [33], timestep  435
2024-08-18 16:17:46.669168: Remain 12 Samples, max category conditions [33], timestep  434
2024-08-18 16:17:46.755193: Remain 12 Samples, max category conditions [33], timestep  433
2024-08-18 16:17:46.841732: Remain 12 Samples, max category conditions [33], timestep  432
2024-08-18 16:17:46.927068: Remain 12 Samples, max category conditions [33], timestep  431
2024-08-18 16:17:47.012606: Remain 12 Samples, max category conditions [33], timestep  430
2024-08-18 16:17:47.098186: Remain 12 Samples, max category conditions [33], timestep  429
2024-08-18 16:17:47.184628: Remain 12 Samples, max category conditions [33], timestep  428
2024-08-18 16:17:47.270240: Remain 12 Samples, max category conditions [33], timestep  427
2024-08-18 16:17:47.356245: Remain 12 Samples, max category conditions [33], timestep  426
2024-08-18 16:17:47.442790: Remain 12 Samples, max category conditions [33], timestep  425
2024-08-18 16:17:47.529396: Remain 12 Samples, max category conditions [33], timestep  424
2024-08-18 16:17:47.613972: Remain 12 Samples, max category conditions [33], timestep  423
2024-08-18 16:17:47.700519: Remain 12 Samples, max category conditions [33], timestep  422
2024-08-18 16:17:47.786996: Remain 12 Samples, max category conditions [33], timestep  421
2024-08-18 16:17:47.874610: Remain 12 Samples, max category conditions [33], timestep  420
2024-08-18 16:17:47.960155: Remain 12 Samples, max category conditions [33], timestep  419
2024-08-18 16:17:48.046222: Remain 12 Samples, max category conditions [33], timestep  418
2024-08-18 16:17:48.131800: Remain 12 Samples, max category conditions [33], timestep  417
2024-08-18 16:17:48.217345: Remain 12 Samples, max category conditions [33], timestep  416
2024-08-18 16:17:48.302954: Remain 12 Samples, max category conditions [33], timestep  415
2024-08-18 16:17:48.388434: Remain 12 Samples, max category conditions [33], timestep  414
2024-08-18 16:17:48.475019: Remain 12 Samples, max category conditions [33], timestep  413
2024-08-18 16:17:48.562437: Remain 12 Samples, max category conditions [33], timestep  412
2024-08-18 16:17:48.646435: Remain 12 Samples, max category conditions [33], timestep  411
2024-08-18 16:17:48.733005: Remain 12 Samples, max category conditions [33], timestep  410
2024-08-18 16:17:48.818517: Remain 12 Samples, max category conditions [33], timestep  409
2024-08-18 16:17:48.904101: Remain 12 Samples, max category conditions [33], timestep  408
2024-08-18 16:17:48.989428: Remain 12 Samples, max category conditions [33], timestep  407
2024-08-18 16:17:49.074927: Remain 12 Samples, max category conditions [33], timestep  406
2024-08-18 16:17:49.161475: Remain 12 Samples, max category conditions [33], timestep  405
2024-08-18 16:17:49.248449: Remain 12 Samples, max category conditions [33], timestep  404
2024-08-18 16:17:49.333983: Remain 12 Samples, max category conditions [33], timestep  403
2024-08-18 16:17:49.419534: Remain 12 Samples, max category conditions [33], timestep  402
2024-08-18 16:17:49.504927: Remain 12 Samples, max category conditions [33], timestep  401
2024-08-18 16:17:49.592440: Remain 12 Samples, max category conditions [33], timestep  400
2024-08-18 16:17:49.678987: Remain 12 Samples, max category conditions [33], timestep  399
2024-08-18 16:17:49.765533: Remain 12 Samples, max category conditions [33], timestep  398
2024-08-18 16:17:49.850570: Remain 12 Samples, max category conditions [33], timestep  397
2024-08-18 16:17:49.936108: Remain 12 Samples, max category conditions [33], timestep  396
2024-08-18 16:17:50.021657: Remain 12 Samples, max category conditions [33], timestep  395
2024-08-18 16:17:50.107139: Remain 12 Samples, max category conditions [33], timestep  394
2024-08-18 16:17:50.192715: Remain 12 Samples, max category conditions [33], timestep  393
2024-08-18 16:17:50.278837: Remain 12 Samples, max category conditions [33], timestep  392
2024-08-18 16:17:50.364384: Remain 12 Samples, max category conditions [33], timestep  391
2024-08-18 16:17:50.450392: Remain 12 Samples, max category conditions [33], timestep  390
2024-08-18 16:17:50.536929: Remain 12 Samples, max category conditions [33], timestep  389
2024-08-18 16:17:50.622442: Remain 12 Samples, max category conditions [33], timestep  388
2024-08-18 16:17:50.711955: Remain 12 Samples, max category conditions [33], timestep  387
2024-08-18 16:17:50.798501: Remain 12 Samples, max category conditions [33], timestep  386
2024-08-18 16:17:50.884063: Remain 12 Samples, max category conditions [33], timestep  385
2024-08-18 16:17:50.969558: Remain 12 Samples, max category conditions [33], timestep  384
2024-08-18 16:17:51.054560: Remain 12 Samples, max category conditions [33], timestep  383
2024-08-18 16:17:51.140101: Remain 12 Samples, max category conditions [33], timestep  382
2024-08-18 16:17:51.225585: Remain 12 Samples, max category conditions [33], timestep  381
2024-08-18 16:17:51.311193: Remain 12 Samples, max category conditions [33], timestep  380
2024-08-18 16:17:51.396737: Remain 12 Samples, max category conditions [33], timestep  379
2024-08-18 16:17:51.483322: Remain 12 Samples, max category conditions [33], timestep  378
2024-08-18 16:17:51.568833: Remain 12 Samples, max category conditions [33], timestep  377
2024-08-18 16:17:51.653880: Remain 12 Samples, max category conditions [33], timestep  376
2024-08-18 16:17:51.740402: Remain 12 Samples, max category conditions [33], timestep  375
2024-08-18 16:17:51.827927: Remain 12 Samples, max category conditions [33], timestep  374
2024-08-18 16:17:51.913438: Remain 12 Samples, max category conditions [33], timestep  373
2024-08-18 16:17:51.999013: Remain 12 Samples, max category conditions [33], timestep  372
2024-08-18 16:17:52.086553: Remain 12 Samples, max category conditions [33], timestep  371
2024-08-18 16:17:52.172095: Remain 12 Samples, max category conditions [33], timestep  370
2024-08-18 16:17:52.258133: Remain 12 Samples, max category conditions [33], timestep  369
2024-08-18 16:17:52.343644: Remain 12 Samples, max category conditions [33], timestep  368
2024-08-18 16:17:52.430217: Remain 12 Samples, max category conditions [33], timestep  367
2024-08-18 16:17:52.515800: Remain 12 Samples, max category conditions [33], timestep  366
2024-08-18 16:17:52.601903: Remain 12 Samples, max category conditions [33], timestep  365
2024-08-18 16:17:52.687999: Remain 12 Samples, max category conditions [33], timestep  364
2024-08-18 16:17:52.773545: Remain 12 Samples, max category conditions [33], timestep  363
2024-08-18 16:17:52.858542: Remain 12 Samples, max category conditions [33], timestep  362
2024-08-18 16:17:52.946121: Remain 12 Samples, max category conditions [33], timestep  361
2024-08-18 16:17:53.030597: Remain 12 Samples, max category conditions [33], timestep  360
2024-08-18 16:17:53.116173: Remain 12 Samples, max category conditions [33], timestep  359
2024-08-18 16:17:53.201726: Remain 12 Samples, max category conditions [33], timestep  358
2024-08-18 16:17:53.287265: Remain 12 Samples, max category conditions [33], timestep  357
2024-08-18 16:17:53.373848: Remain 12 Samples, max category conditions [33], timestep  356
2024-08-18 16:17:53.458852: Remain 12 Samples, max category conditions [33], timestep  355
2024-08-18 16:17:53.544374: Remain 12 Samples, max category conditions [33], timestep  354
2024-08-18 16:17:53.631974: Remain 12 Samples, max category conditions [33], timestep  353
2024-08-18 16:17:53.718582: Remain 12 Samples, max category conditions [33], timestep  352
2024-08-18 16:17:53.803163: Remain 12 Samples, max category conditions [33], timestep  351
2024-08-18 16:17:53.888747: Remain 12 Samples, max category conditions [33], timestep  350
2024-08-18 16:17:53.975334: Remain 12 Samples, max category conditions [33], timestep  349
2024-08-18 16:17:54.061941: Remain 12 Samples, max category conditions [33], timestep  348
2024-08-18 16:17:54.147977: Remain 12 Samples, max category conditions [33], timestep  347
2024-08-18 16:17:54.233485: Remain 12 Samples, max category conditions [33], timestep  346
2024-08-18 16:17:54.319093: Remain 12 Samples, max category conditions [33], timestep  345
2024-08-18 16:17:54.403636: Remain 12 Samples, max category conditions [33], timestep  344
2024-08-18 16:17:54.490243: Remain 12 Samples, max category conditions [33], timestep  343
2024-08-18 16:17:54.575643: Remain 12 Samples, max category conditions [33], timestep  342
2024-08-18 16:17:54.663188: Remain 12 Samples, max category conditions [33], timestep  341
2024-08-18 16:17:54.748254: Remain 12 Samples, max category conditions [33], timestep  340
2024-08-18 16:17:54.833831: Remain 12 Samples, max category conditions [33], timestep  339
2024-08-18 16:17:54.919876: Remain 12 Samples, max category conditions [33], timestep  338
2024-08-18 16:17:55.006450: Remain 12 Samples, max category conditions [33], timestep  337
2024-08-18 16:17:55.094997: Remain 12 Samples, max category conditions [33], timestep  336
2024-08-18 16:17:55.180608: Remain 12 Samples, max category conditions [33], timestep  335
2024-08-18 16:17:55.265219: Remain 12 Samples, max category conditions [33], timestep  334
2024-08-18 16:17:55.351257: Remain 12 Samples, max category conditions [33], timestep  333
2024-08-18 16:17:55.436797: Remain 12 Samples, max category conditions [33], timestep  332
2024-08-18 16:17:55.522374: Remain 12 Samples, max category conditions [33], timestep  331
2024-08-18 16:17:55.607953: Remain 12 Samples, max category conditions [33], timestep  330
2024-08-18 16:17:55.694216: Remain 12 Samples, max category conditions [33], timestep  329
2024-08-18 16:17:55.780827: Remain 12 Samples, max category conditions [33], timestep  328
2024-08-18 16:17:55.866371: Remain 12 Samples, max category conditions [33], timestep  327
2024-08-18 16:17:55.951411: Remain 12 Samples, max category conditions [33], timestep  326
2024-08-18 16:17:56.036990: Remain 12 Samples, max category conditions [33], timestep  325
2024-08-18 16:17:56.122528: Remain 12 Samples, max category conditions [33], timestep  324
2024-08-18 16:17:56.209038: Remain 12 Samples, max category conditions [33], timestep  323
2024-08-18 16:17:56.294585: Remain 12 Samples, max category conditions [33], timestep  322
2024-08-18 16:17:56.380786: Remain 12 Samples, max category conditions [33], timestep  321
2024-08-18 16:17:56.465395: Remain 12 Samples, max category conditions [33], timestep  320
2024-08-18 16:17:56.551408: Remain 12 Samples, max category conditions [33], timestep  319
2024-08-18 16:17:56.638962: Remain 12 Samples, max category conditions [33], timestep  318
2024-08-18 16:17:56.725567: Remain 12 Samples, max category conditions [33], timestep  317
2024-08-18 16:17:56.810182: Remain 12 Samples, max category conditions [33], timestep  316
2024-08-18 16:17:56.896790: Remain 12 Samples, max category conditions [33], timestep  315
2024-08-18 16:17:56.982371: Remain 12 Samples, max category conditions [33], timestep  314
2024-08-18 16:17:57.067955: Remain 12 Samples, max category conditions [33], timestep  313
2024-08-18 16:17:57.152996: Remain 12 Samples, max category conditions [33], timestep  312
2024-08-18 16:17:57.238713: Remain 12 Samples, max category conditions [33], timestep  311
2024-08-18 16:17:57.325261: Remain 12 Samples, max category conditions [33], timestep  310
2024-08-18 16:17:57.410864: Remain 12 Samples, max category conditions [33], timestep  309
2024-08-18 16:17:57.496480: Remain 12 Samples, max category conditions [33], timestep  308
2024-08-18 16:17:57.582086: Remain 12 Samples, max category conditions [33], timestep  307
