mlp
2024-08-18 15:39:36.389729: Remain 1584 Samples, max category conditions [38], timestep  999
2024-08-18 15:55:21.374002: Remain 3 Samples, max category conditions [38], timestep  792
2024-08-18 15:55:21.461542: Remain 3 Samples, max category conditions [38], timestep  791
2024-08-18 15:55:21.549207: Remain 3 Samples, max category conditions [38], timestep  790
2024-08-18 15:55:21.635815: Remain 3 Samples, max category conditions [38], timestep  789
2024-08-18 15:55:21.724375: Remain 3 Samples, max category conditions [38], timestep  788
2024-08-18 15:55:21.811016: Remain 3 Samples, max category conditions [38], timestep  787
2024-08-18 15:55:21.897987: Remain 3 Samples, max category conditions [38], timestep  786
2024-08-18 15:55:21.985593: Remain 3 Samples, max category conditions [38], timestep  785
2024-08-18 15:55:22.073104: Remain 3 Samples, max category conditions [38], timestep  784
2024-08-18 15:55:22.160745: Remain 3 Samples, max category conditions [38], timestep  783
2024-08-18 15:55:22.248257: Remain 3 Samples, max category conditions [38], timestep  782
2024-08-18 15:55:22.337835: Remain 3 Samples, max category conditions [38], timestep  781
2024-08-18 15:55:22.425454: Remain 3 Samples, max category conditions [38], timestep  780
2024-08-18 15:55:22.513097: Remain 3 Samples, max category conditions [38], timestep  779
2024-08-18 15:55:22.601068: Remain 3 Samples, max category conditions [38], timestep  778
2024-08-18 15:55:22.688658: Remain 3 Samples, max category conditions [38], timestep  777
2024-08-18 15:55:22.776793: Remain 3 Samples, max category conditions [38], timestep  776
2024-08-18 15:55:22.864341: Remain 3 Samples, max category conditions [38], timestep  775
2024-08-18 15:55:22.951982: Remain 3 Samples, max category conditions [38], timestep  774
2024-08-18 15:55:23.038531: Remain 3 Samples, max category conditions [38], timestep  773
2024-08-18 15:55:23.127046: Remain 3 Samples, max category conditions [38], timestep  772
2024-08-18 15:55:23.213586: Remain 3 Samples, max category conditions [38], timestep  771
2024-08-18 15:55:23.301588: Remain 3 Samples, max category conditions [38], timestep  770
2024-08-18 15:55:23.389162: Remain 3 Samples, max category conditions [38], timestep  769
2024-08-18 15:55:23.479706: Remain 3 Samples, max category conditions [38], timestep  768
2024-08-18 15:55:23.567216: Remain 3 Samples, max category conditions [38], timestep  767
2024-08-18 15:55:23.654728: Remain 3 Samples, max category conditions [38], timestep  766
2024-08-18 15:55:23.742275: Remain 3 Samples, max category conditions [38], timestep  765
2024-08-18 15:55:23.829880: Remain 3 Samples, max category conditions [38], timestep  764
2024-08-18 15:55:23.916968: Remain 3 Samples, max category conditions [38], timestep  763
2024-08-18 15:55:24.003939: Remain 3 Samples, max category conditions [38], timestep  762
2024-08-18 15:55:24.092453: Remain 3 Samples, max category conditions [38], timestep  761
2024-08-18 15:55:24.180069: Remain 3 Samples, max category conditions [38], timestep  760
2024-08-18 15:55:24.266607: Remain 3 Samples, max category conditions [38], timestep  759
2024-08-18 15:55:24.354218: Remain 3 Samples, max category conditions [38], timestep  758
2024-08-18 15:55:24.441794: Remain 3 Samples, max category conditions [38], timestep  757
2024-08-18 15:55:24.530333: Remain 3 Samples, max category conditions [38], timestep  756
2024-08-18 15:55:24.617909: Remain 3 Samples, max category conditions [38], timestep  755
2024-08-18 15:55:24.705976: Remain 3 Samples, max category conditions [38], timestep  754
2024-08-18 15:55:24.794549: Remain 3 Samples, max category conditions [38], timestep  753
2024-08-18 15:55:24.882094: Remain 3 Samples, max category conditions [38], timestep  752
2024-08-18 15:55:24.969600: Remain 3 Samples, max category conditions [38], timestep  751
2024-08-18 15:55:25.057108: Remain 3 Samples, max category conditions [38], timestep  750
2024-08-18 15:55:25.143647: Remain 3 Samples, max category conditions [38], timestep  749
2024-08-18 15:55:25.232159: Remain 3 Samples, max category conditions [38], timestep  748
2024-08-18 15:55:25.319808: Remain 3 Samples, max category conditions [38], timestep  747
2024-08-18 15:55:25.406811: Remain 3 Samples, max category conditions [38], timestep  746
2024-08-18 15:55:25.494419: Remain 3 Samples, max category conditions [38], timestep  745
2024-08-18 15:55:25.581963: Remain 3 Samples, max category conditions [38], timestep  744
2024-08-18 15:55:25.670576: Remain 3 Samples, max category conditions [38], timestep  743
2024-08-18 15:55:25.757154: Remain 3 Samples, max category conditions [38], timestep  742
2024-08-18 15:55:25.845696: Remain 3 Samples, max category conditions [38], timestep  741
2024-08-18 15:55:25.932273: Remain 3 Samples, max category conditions [38], timestep  740
2024-08-18 15:55:26.020885: Remain 3 Samples, max category conditions [38], timestep  739
2024-08-18 15:55:26.108890: Remain 3 Samples, max category conditions [38], timestep  738
2024-08-18 15:55:26.196485: Remain 3 Samples, max category conditions [38], timestep  737
2024-08-18 15:55:26.284090: Remain 3 Samples, max category conditions [38], timestep  736
2024-08-18 15:55:26.370630: Remain 3 Samples, max category conditions [38], timestep  735
2024-08-18 15:55:26.459238: Remain 3 Samples, max category conditions [38], timestep  734
2024-08-18 15:55:26.545817: Remain 3 Samples, max category conditions [38], timestep  733
2024-08-18 15:55:26.633461: Remain 3 Samples, max category conditions [38], timestep  732
2024-08-18 15:55:26.721974: Remain 3 Samples, max category conditions [38], timestep  731
2024-08-18 15:55:26.810977: Remain 3 Samples, max category conditions [38], timestep  730
2024-08-18 15:55:26.897513: Remain 3 Samples, max category conditions [38], timestep  729
2024-08-18 15:55:26.984090: Remain 3 Samples, max category conditions [38], timestep  728
2024-08-18 15:55:27.071665: Remain 3 Samples, max category conditions [38], timestep  727
2024-08-18 15:55:27.159305: Remain 3 Samples, max category conditions [38], timestep  726
2024-08-18 15:55:27.247884: Remain 3 Samples, max category conditions [38], timestep  725
2024-08-18 15:55:27.335393: Remain 3 Samples, max category conditions [38], timestep  724
2024-08-18 15:55:27.423003: Remain 3 Samples, max category conditions [38], timestep  723
2024-08-18 15:55:27.510071: Remain 3 Samples, max category conditions [38], timestep  722
2024-08-18 15:55:27.598416: Remain 3 Samples, max category conditions [38], timestep  721
2024-08-18 15:55:27.686027: Remain 3 Samples, max category conditions [38], timestep  720
2024-08-18 15:55:27.774535: Remain 3 Samples, max category conditions [38], timestep  719
2024-08-18 15:55:27.862076: Remain 3 Samples, max category conditions [38], timestep  718
2024-08-18 15:55:27.949588: Remain 3 Samples, max category conditions [38], timestep  717
2024-08-18 15:55:28.037238: Remain 3 Samples, max category conditions [38], timestep  716
2024-08-18 15:55:28.124816: Remain 3 Samples, max category conditions [38], timestep  715
2024-08-18 15:55:28.212831: Remain 3 Samples, max category conditions [38], timestep  714
2024-08-18 15:55:28.300439: Remain 3 Samples, max category conditions [38], timestep  713
2024-08-18 15:55:28.387590: Remain 3 Samples, max category conditions [38], timestep  712
2024-08-18 15:55:28.477207: Remain 3 Samples, max category conditions [38], timestep  711
2024-08-18 15:55:28.564749: Remain 3 Samples, max category conditions [38], timestep  710
2024-08-18 15:55:28.652393: Remain 3 Samples, max category conditions [38], timestep  709
2024-08-18 15:55:28.739868: Remain 3 Samples, max category conditions [38], timestep  708
2024-08-18 15:55:28.827510: Remain 3 Samples, max category conditions [38], timestep  707
2024-08-18 15:55:28.915987: Remain 3 Samples, max category conditions [38], timestep  706
2024-08-18 15:55:29.003990: Remain 3 Samples, max category conditions [38], timestep  705
2024-08-18 15:55:29.090498: Remain 3 Samples, max category conditions [38], timestep  704
2024-08-18 15:55:29.179069: Remain 3 Samples, max category conditions [38], timestep  703
2024-08-18 15:55:29.265679: Remain 3 Samples, max category conditions [38], timestep  702
2024-08-18 15:55:29.353287: Remain 3 Samples, max category conditions [38], timestep  701
2024-08-18 15:55:29.440797: Remain 3 Samples, max category conditions [38], timestep  700
2024-08-18 15:55:29.528407: Remain 3 Samples, max category conditions [38], timestep  699
2024-08-18 15:55:29.615552: Remain 3 Samples, max category conditions [38], timestep  698
2024-08-18 15:55:29.703624: Remain 3 Samples, max category conditions [38], timestep  697
2024-08-18 15:55:29.792098: Remain 3 Samples, max category conditions [38], timestep  696
2024-08-18 15:55:29.880669: Remain 3 Samples, max category conditions [38], timestep  695
2024-08-18 15:55:29.968283: Remain 3 Samples, max category conditions [38], timestep  694
2024-08-18 15:55:30.055893: Remain 3 Samples, max category conditions [38], timestep  693
2024-08-18 15:55:30.143434: Remain 3 Samples, max category conditions [38], timestep  692
2024-08-18 15:55:30.230942: Remain 3 Samples, max category conditions [38], timestep  691
2024-08-18 15:55:30.317481: Remain 3 Samples, max category conditions [38], timestep  690
2024-08-18 15:55:30.404551: Remain 3 Samples, max category conditions [38], timestep  689
2024-08-18 15:55:30.493094: Remain 3 Samples, max category conditions [38], timestep  688
2024-08-18 15:55:30.579701: Remain 3 Samples, max category conditions [38], timestep  687
2024-08-18 15:55:30.668275: Remain 3 Samples, max category conditions [38], timestep  686
2024-08-18 15:55:30.755890: Remain 3 Samples, max category conditions [38], timestep  685
2024-08-18 15:55:30.843396: Remain 3 Samples, max category conditions [38], timestep  684
2024-08-18 15:55:30.930989: Remain 3 Samples, max category conditions [38], timestep  683
2024-08-18 15:55:31.018497: Remain 3 Samples, max category conditions [38], timestep  682
2024-08-18 15:55:31.106532: Remain 3 Samples, max category conditions [38], timestep  681
2024-08-18 15:55:31.194106: Remain 3 Samples, max category conditions [38], timestep  680
2024-08-18 15:55:31.282751: Remain 3 Samples, max category conditions [38], timestep  679
2024-08-18 15:55:31.370372: Remain 3 Samples, max category conditions [38], timestep  678
2024-08-18 15:55:31.457951: Remain 3 Samples, max category conditions [38], timestep  677
2024-08-18 15:55:31.546522: Remain 3 Samples, max category conditions [38], timestep  676
2024-08-18 15:55:31.634029: Remain 3 Samples, max category conditions [38], timestep  675
2024-08-18 15:55:31.720606: Remain 3 Samples, max category conditions [38], timestep  674
2024-08-18 15:55:31.808641: Remain 3 Samples, max category conditions [38], timestep  673
2024-08-18 15:55:31.896181: Remain 3 Samples, max category conditions [38], timestep  672
2024-08-18 15:55:31.983798: Remain 3 Samples, max category conditions [38], timestep  671
2024-08-18 15:55:32.071406: Remain 3 Samples, max category conditions [38], timestep  670
2024-08-18 15:55:32.159915: Remain 3 Samples, max category conditions [38], timestep  669
2024-08-18 15:55:32.247458: Remain 3 Samples, max category conditions [38], timestep  668
2024-08-18 15:55:32.335089: Remain 3 Samples, max category conditions [38], timestep  667
2024-08-18 15:55:32.422682: Remain 3 Samples, max category conditions [38], timestep  666
2024-08-18 15:55:32.511687: Remain 3 Samples, max category conditions [38], timestep  665
2024-08-18 15:55:32.600223: Remain 3 Samples, max category conditions [38], timestep  664
2024-08-18 15:55:32.687768: Remain 3 Samples, max category conditions [38], timestep  663
2024-08-18 15:55:32.775379: Remain 3 Samples, max category conditions [38], timestep  662
2024-08-18 15:55:32.862917: Remain 3 Samples, max category conditions [38], timestep  661
2024-08-18 15:55:32.950425: Remain 3 Samples, max category conditions [38], timestep  660
2024-08-18 15:55:33.037040: Remain 3 Samples, max category conditions [38], timestep  659
2024-08-18 15:55:33.125549: Remain 3 Samples, max category conditions [38], timestep  658
2024-08-18 15:55:33.213620: Remain 3 Samples, max category conditions [38], timestep  657
2024-08-18 15:55:33.302159: Remain 3 Samples, max category conditions [38], timestep  656
2024-08-18 15:55:33.389733: Remain 3 Samples, max category conditions [38], timestep  655
2024-08-18 15:55:33.478373: Remain 3 Samples, max category conditions [38], timestep  654
2024-08-18 15:55:33.564950: Remain 3 Samples, max category conditions [38], timestep  653
2024-08-18 15:55:33.652556: Remain 3 Samples, max category conditions [38], timestep  652
2024-08-18 15:55:33.741137: Remain 3 Samples, max category conditions [38], timestep  651
2024-08-18 15:55:33.830745: Remain 3 Samples, max category conditions [38], timestep  650
2024-08-18 15:55:33.918721: Remain 3 Samples, max category conditions [38], timestep  649
2024-08-18 15:55:34.005233: Remain 3 Samples, max category conditions [38], timestep  648
2024-08-18 15:55:34.093836: Remain 3 Samples, max category conditions [38], timestep  647
2024-08-18 15:55:34.180782: Remain 3 Samples, max category conditions [38], timestep  646
2024-08-18 15:55:34.267401: Remain 3 Samples, max category conditions [38], timestep  645
2024-08-18 15:55:34.355904: Remain 3 Samples, max category conditions [38], timestep  644
2024-08-18 15:55:34.444415: Remain 3 Samples, max category conditions [38], timestep  643
2024-08-18 15:55:34.531054: Remain 3 Samples, max category conditions [38], timestep  642
2024-08-18 15:55:34.618059: Remain 3 Samples, max category conditions [38], timestep  641
2024-08-18 15:55:34.706569: Remain 3 Samples, max category conditions [38], timestep  640
2024-08-18 15:55:34.793173: Remain 3 Samples, max category conditions [38], timestep  639
2024-08-18 15:55:34.880783: Remain 3 Samples, max category conditions [38], timestep  638
2024-08-18 15:55:34.968361: Remain 3 Samples, max category conditions [38], timestep  637
2024-08-18 15:55:35.056973: Remain 3 Samples, max category conditions [38], timestep  636
2024-08-18 15:55:35.144480: Remain 3 Samples, max category conditions [38], timestep  635
2024-08-18 15:55:35.232124: Remain 3 Samples, max category conditions [38], timestep  634
2024-08-18 15:55:35.320103: Remain 3 Samples, max category conditions [38], timestep  633
2024-08-18 15:55:35.407111: Remain 3 Samples, max category conditions [38], timestep  632
2024-08-18 15:55:35.496651: Remain 3 Samples, max category conditions [38], timestep  631
2024-08-18 15:55:35.583266: Remain 3 Samples, max category conditions [38], timestep  630
2024-08-18 15:55:35.670839: Remain 3 Samples, max category conditions [38], timestep  629
2024-08-18 15:55:35.759453: Remain 3 Samples, max category conditions [38], timestep  628
2024-08-18 15:55:35.847027: Remain 3 Samples, max category conditions [38], timestep  627
2024-08-18 15:55:35.933671: Remain 3 Samples, max category conditions [38], timestep  626
2024-08-18 15:55:36.021244: Remain 3 Samples, max category conditions [38], timestep  625
2024-08-18 15:55:36.108249: Remain 3 Samples, max category conditions [38], timestep  624
2024-08-18 15:55:36.197753: Remain 3 Samples, max category conditions [38], timestep  623
2024-08-18 15:55:36.285294: Remain 3 Samples, max category conditions [38], timestep  622
2024-08-18 15:55:36.372524: Remain 3 Samples, max category conditions [38], timestep  621
2024-08-18 15:55:36.460075: Remain 3 Samples, max category conditions [38], timestep  620
2024-08-18 15:55:36.548654: Remain 3 Samples, max category conditions [38], timestep  619
2024-08-18 15:55:36.635264: Remain 3 Samples, max category conditions [38], timestep  618
2024-08-18 15:55:36.722807: Remain 3 Samples, max category conditions [38], timestep  617
2024-08-18 15:55:36.811844: Remain 3 Samples, max category conditions [38], timestep  616
2024-08-18 15:55:36.899390: Remain 3 Samples, max category conditions [38], timestep  615
2024-08-18 15:55:36.986004: Remain 3 Samples, max category conditions [38], timestep  614
2024-08-18 15:55:37.073581: Remain 3 Samples, max category conditions [38], timestep  613
2024-08-18 15:55:37.162088: Remain 3 Samples, max category conditions [38], timestep  612
2024-08-18 15:55:37.249660: Remain 3 Samples, max category conditions [38], timestep  611
2024-08-18 15:55:37.337167: Remain 3 Samples, max category conditions [38], timestep  610
2024-08-18 15:55:37.426647: Remain 3 Samples, max category conditions [38], timestep  609
2024-08-18 15:55:37.514683: Remain 3 Samples, max category conditions [38], timestep  608
2024-08-18 15:55:37.603766: Remain 3 Samples, max category conditions [38], timestep  607
2024-08-18 15:55:37.692382: Remain 3 Samples, max category conditions [38], timestep  606
2024-08-18 15:55:37.780954: Remain 3 Samples, max category conditions [38], timestep  605
2024-08-18 15:55:37.868498: Remain 3 Samples, max category conditions [38], timestep  604
2024-08-18 15:55:37.956048: Remain 3 Samples, max category conditions [38], timestep  603
2024-08-18 15:55:38.043620: Remain 3 Samples, max category conditions [38], timestep  602
2024-08-18 15:55:38.131206: Remain 3 Samples, max category conditions [38], timestep  601
2024-08-18 15:55:38.218205: Remain 3 Samples, max category conditions [38], timestep  600
2024-08-18 15:55:38.305741: Remain 3 Samples, max category conditions [38], timestep  599
2024-08-18 15:55:38.394257: Remain 3 Samples, max category conditions [38], timestep  598
2024-08-18 15:55:38.481868: Remain 3 Samples, max category conditions [38], timestep  597
2024-08-18 15:55:38.568446: Remain 3 Samples, max category conditions [38], timestep  596
2024-08-18 15:55:38.655989: Remain 3 Samples, max category conditions [38], timestep  595
2024-08-18 15:55:38.745609: Remain 3 Samples, max category conditions [38], timestep  594
2024-08-18 15:55:38.832185: Remain 3 Samples, max category conditions [38], timestep  593
2024-08-18 15:55:38.922159: Remain 3 Samples, max category conditions [38], timestep  592
2024-08-18 15:55:39.009704: Remain 3 Samples, max category conditions [38], timestep  591
2024-08-18 15:55:39.096281: Remain 3 Samples, max category conditions [38], timestep  590
2024-08-18 15:55:39.183827: Remain 3 Samples, max category conditions [38], timestep  589
2024-08-18 15:55:39.271373: Remain 3 Samples, max category conditions [38], timestep  588
2024-08-18 15:55:39.359923: Remain 3 Samples, max category conditions [38], timestep  587
2024-08-18 15:55:39.447430: Remain 3 Samples, max category conditions [38], timestep  586
2024-08-18 15:55:39.534743: Remain 3 Samples, max category conditions [38], timestep  585
2024-08-18 15:55:39.621777: Remain 3 Samples, max category conditions [38], timestep  584
2024-08-18 15:55:39.709942: Remain 3 Samples, max category conditions [38], timestep  583
2024-08-18 15:55:39.798446: Remain 3 Samples, max category conditions [38], timestep  582
2024-08-18 15:55:39.885538: Remain 3 Samples, max category conditions [38], timestep  581
2024-08-18 15:55:39.973013: Remain 3 Samples, max category conditions [38], timestep  580
2024-08-18 15:55:40.061559: Remain 3 Samples, max category conditions [38], timestep  579
2024-08-18 15:55:40.149100: Remain 3 Samples, max category conditions [38], timestep  578
2024-08-18 15:55:40.236613: Remain 3 Samples, max category conditions [38], timestep  577
2024-08-18 15:55:40.323154: Remain 3 Samples, max category conditions [38], timestep  576
2024-08-18 15:55:40.411228: Remain 3 Samples, max category conditions [38], timestep  575
2024-08-18 15:55:40.497703: Remain 3 Samples, max category conditions [38], timestep  574
2024-08-18 15:55:40.587279: Remain 3 Samples, max category conditions [38], timestep  573
2024-08-18 15:55:40.675793: Remain 3 Samples, max category conditions [38], timestep  572
2024-08-18 15:55:40.763300: Remain 3 Samples, max category conditions [38], timestep  571
2024-08-18 15:55:40.850785: Remain 3 Samples, max category conditions [38], timestep  570
2024-08-18 15:55:40.938910: Remain 3 Samples, max category conditions [38], timestep  569
2024-08-18 15:55:41.026456: Remain 3 Samples, max category conditions [38], timestep  568
2024-08-18 15:55:41.113424: Remain 3 Samples, max category conditions [38], timestep  567
2024-08-18 15:55:41.200966: Remain 3 Samples, max category conditions [38], timestep  566
2024-08-18 15:55:41.288573: Remain 3 Samples, max category conditions [38], timestep  565
2024-08-18 15:55:41.376086: Remain 3 Samples, max category conditions [38], timestep  564
2024-08-18 15:55:41.463632: Remain 3 Samples, max category conditions [38], timestep  563
2024-08-18 15:55:41.551175: Remain 3 Samples, max category conditions [38], timestep  562
2024-08-18 15:55:41.638753: Remain 3 Samples, max category conditions [38], timestep  561
2024-08-18 15:55:41.727312: Remain 3 Samples, max category conditions [38], timestep  560
2024-08-18 15:55:41.814273: Remain 3 Samples, max category conditions [38], timestep  559
2024-08-18 15:55:41.901780: Remain 3 Samples, max category conditions [38], timestep  558
2024-08-18 15:55:41.991290: Remain 3 Samples, max category conditions [38], timestep  557
2024-08-18 15:55:42.078831: Remain 3 Samples, max category conditions [38], timestep  556
2024-08-18 15:55:42.166374: Remain 3 Samples, max category conditions [38], timestep  555
2024-08-18 15:55:42.253892: Remain 3 Samples, max category conditions [38], timestep  554
2024-08-18 15:55:42.342434: Remain 3 Samples, max category conditions [38], timestep  553
2024-08-18 15:55:42.429945: Remain 3 Samples, max category conditions [38], timestep  552
2024-08-18 15:55:42.517023: Remain 3 Samples, max category conditions [38], timestep  551
2024-08-18 15:55:42.606159: Remain 3 Samples, max category conditions [38], timestep  550
2024-08-18 15:55:42.695679: Remain 3 Samples, max category conditions [38], timestep  549
2024-08-18 15:55:42.783251: Remain 3 Samples, max category conditions [38], timestep  548
2024-08-18 15:55:42.870801: Remain 3 Samples, max category conditions [38], timestep  547
2024-08-18 15:55:42.959274: Remain 3 Samples, max category conditions [38], timestep  546
2024-08-18 15:55:43.045855: Remain 3 Samples, max category conditions [38], timestep  545
2024-08-18 15:55:43.134401: Remain 3 Samples, max category conditions [38], timestep  544
2024-08-18 15:55:43.222405: Remain 3 Samples, max category conditions [38], timestep  543
2024-08-18 15:55:43.311883: Remain 3 Samples, max category conditions [38], timestep  542
2024-08-18 15:55:43.399398: Remain 3 Samples, max category conditions [38], timestep  541
2024-08-18 15:55:43.486902: Remain 3 Samples, max category conditions [38], timestep  540
2024-08-18 15:55:43.574413: Remain 3 Samples, max category conditions [38], timestep  539
2024-08-18 15:55:43.661961: Remain 3 Samples, max category conditions [38], timestep  538
2024-08-18 15:55:43.750471: Remain 3 Samples, max category conditions [38], timestep  537
2024-08-18 15:55:43.837965: Remain 3 Samples, max category conditions [38], timestep  536
2024-08-18 15:55:43.924477: Remain 3 Samples, max category conditions [38], timestep  535
2024-08-18 15:55:44.012553: Remain 3 Samples, max category conditions [38], timestep  534
2024-08-18 15:55:44.099779: Remain 3 Samples, max category conditions [38], timestep  533
2024-08-18 15:55:44.187289: Remain 3 Samples, max category conditions [38], timestep  532
2024-08-18 15:55:44.275808: Remain 3 Samples, max category conditions [38], timestep  531
2024-08-18 15:55:44.362351: Remain 3 Samples, max category conditions [38], timestep  530
2024-08-18 15:55:44.449862: Remain 3 Samples, max category conditions [38], timestep  529
2024-08-18 15:55:44.537320: Remain 3 Samples, max category conditions [38], timestep  528
2024-08-18 15:55:44.625864: Remain 3 Samples, max category conditions [38], timestep  527
2024-08-18 15:55:44.712834: Remain 3 Samples, max category conditions [38], timestep  526
2024-08-18 15:55:44.800292: Remain 3 Samples, max category conditions [38], timestep  525
2024-08-18 15:55:44.887841: Remain 3 Samples, max category conditions [38], timestep  524
2024-08-18 15:55:44.975281: Remain 3 Samples, max category conditions [38], timestep  523
2024-08-18 15:55:45.064827: Remain 3 Samples, max category conditions [38], timestep  522
2024-08-18 15:55:45.152324: Remain 3 Samples, max category conditions [38], timestep  521
2024-08-18 15:55:45.238874: Remain 3 Samples, max category conditions [38], timestep  520
2024-08-18 15:55:45.326305: Remain 3 Samples, max category conditions [38], timestep  519
2024-08-18 15:55:45.414353: Remain 3 Samples, max category conditions [38], timestep  518
2024-08-18 15:55:45.502423: Remain 3 Samples, max category conditions [38], timestep  517
2024-08-18 15:55:45.589943: Remain 3 Samples, max category conditions [38], timestep  516
2024-08-18 15:55:45.677553: Remain 3 Samples, max category conditions [38], timestep  515
2024-08-18 15:55:45.765135: Remain 3 Samples, max category conditions [38], timestep  514
2024-08-18 15:55:45.851708: Remain 3 Samples, max category conditions [38], timestep  513
2024-08-18 15:55:45.940189: Remain 3 Samples, max category conditions [38], timestep  512
2024-08-18 15:55:46.027728: Remain 3 Samples, max category conditions [38], timestep  511
2024-08-18 15:55:46.114795: Remain 3 Samples, max category conditions [38], timestep  510
2024-08-18 15:55:46.202276: Remain 3 Samples, max category conditions [38], timestep  509
2024-08-18 15:55:46.293824: Remain 3 Samples, max category conditions [38], timestep  508
2024-08-18 15:55:46.380339: Remain 3 Samples, max category conditions [38], timestep  507
2024-08-18 15:55:46.467914: Remain 3 Samples, max category conditions [38], timestep  506
2024-08-18 15:55:46.556432: Remain 3 Samples, max category conditions [38], timestep  505
2024-08-18 15:55:46.643002: Remain 3 Samples, max category conditions [38], timestep  504
2024-08-18 15:55:46.731549: Remain 3 Samples, max category conditions [38], timestep  503
2024-08-18 15:55:46.818628: Remain 3 Samples, max category conditions [38], timestep  502
2024-08-18 15:55:46.907172: Remain 3 Samples, max category conditions [38], timestep  501
2024-08-18 15:55:46.993744: Remain 3 Samples, max category conditions [38], timestep  500
2024-08-18 15:55:47.082318: Remain 3 Samples, max category conditions [38], timestep  499
2024-08-18 15:55:47.168874: Remain 3 Samples, max category conditions [38], timestep  498
2024-08-18 15:55:47.256483: Remain 3 Samples, max category conditions [38], timestep  497
2024-08-18 15:55:47.344022: Remain 3 Samples, max category conditions [38], timestep  496
2024-08-18 15:55:47.431634: Remain 3 Samples, max category conditions [38], timestep  495
2024-08-18 15:55:47.520649: Remain 3 Samples, max category conditions [38], timestep  494
2024-08-18 15:55:47.609196: Remain 3 Samples, max category conditions [38], timestep  493
2024-08-18 15:55:47.696464: Remain 3 Samples, max category conditions [38], timestep  492
2024-08-18 15:55:47.785044: Remain 3 Samples, max category conditions [38], timestep  491
2024-08-18 15:55:47.873225: Remain 3 Samples, max category conditions [38], timestep  490
2024-08-18 15:55:47.960829: Remain 3 Samples, max category conditions [38], timestep  489
2024-08-18 15:55:48.048411: Remain 3 Samples, max category conditions [38], timestep  488
2024-08-18 15:55:48.135920: Remain 3 Samples, max category conditions [38], timestep  487
2024-08-18 15:55:48.222925: Remain 3 Samples, max category conditions [38], timestep  486
2024-08-18 15:55:48.311535: Remain 3 Samples, max category conditions [38], timestep  485
2024-08-18 15:55:48.398043: Remain 3 Samples, max category conditions [38], timestep  484
2024-08-18 15:55:48.485589: Remain 3 Samples, max category conditions [38], timestep  483
2024-08-18 15:55:48.574166: Remain 3 Samples, max category conditions [38], timestep  482
2024-08-18 15:55:48.664742: Remain 3 Samples, max category conditions [38], timestep  481
2024-08-18 15:55:48.751351: Remain 3 Samples, max category conditions [38], timestep  480
2024-08-18 15:55:48.838963: Remain 3 Samples, max category conditions [38], timestep  479
2024-08-18 15:55:48.929048: Remain 3 Samples, max category conditions [38], timestep  478
2024-08-18 15:55:49.016085: Remain 3 Samples, max category conditions [38], timestep  477
2024-08-18 15:55:49.104561: Remain 3 Samples, max category conditions [38], timestep  476
2024-08-18 15:55:49.191066: Remain 3 Samples, max category conditions [38], timestep  475
2024-08-18 15:55:49.279650: Remain 3 Samples, max category conditions [38], timestep  474
2024-08-18 15:55:49.367266: Remain 3 Samples, max category conditions [38], timestep  473
2024-08-18 15:55:49.453838: Remain 3 Samples, max category conditions [38], timestep  472
2024-08-18 15:55:49.542418: Remain 3 Samples, max category conditions [38], timestep  471
2024-08-18 15:55:49.629058: Remain 3 Samples, max category conditions [38], timestep  470
2024-08-18 15:55:49.717104: Remain 3 Samples, max category conditions [38], timestep  469
2024-08-18 15:55:49.804686: Remain 3 Samples, max category conditions [38], timestep  468
2024-08-18 15:55:49.892223: Remain 3 Samples, max category conditions [38], timestep  467
2024-08-18 15:55:49.979802: Remain 3 Samples, max category conditions [38], timestep  466
2024-08-18 15:55:50.066421: Remain 3 Samples, max category conditions [38], timestep  465
2024-08-18 15:55:50.156002: Remain 3 Samples, max category conditions [38], timestep  464
2024-08-18 15:55:50.245608: Remain 3 Samples, max category conditions [38], timestep  463
2024-08-18 15:55:50.333231: Remain 3 Samples, max category conditions [38], timestep  462
2024-08-18 15:55:50.421235: Remain 3 Samples, max category conditions [38], timestep  461
2024-08-18 15:55:50.508839: Remain 3 Samples, max category conditions [38], timestep  460
2024-08-18 15:55:50.596452: Remain 3 Samples, max category conditions [38], timestep  459
2024-08-18 15:55:50.684027: Remain 3 Samples, max category conditions [38], timestep  458
2024-08-18 15:55:50.771669: Remain 3 Samples, max category conditions [38], timestep  457
2024-08-18 15:55:50.859273: Remain 3 Samples, max category conditions [38], timestep  456
2024-08-18 15:55:50.946801: Remain 3 Samples, max category conditions [38], timestep  455
2024-08-18 15:55:51.033383: Remain 3 Samples, max category conditions [38], timestep  454
2024-08-18 15:55:51.121388: Remain 3 Samples, max category conditions [38], timestep  453
2024-08-18 15:55:51.208960: Remain 3 Samples, max category conditions [38], timestep  452
2024-08-18 15:55:51.296568: Remain 3 Samples, max category conditions [38], timestep  451
2024-08-18 15:55:51.384187: Remain 3 Samples, max category conditions [38], timestep  450
2024-08-18 15:55:51.471781: Remain 3 Samples, max category conditions [38], timestep  449
2024-08-18 15:55:51.560284: Remain 3 Samples, max category conditions [38], timestep  448
2024-08-18 15:55:51.649832: Remain 3 Samples, max category conditions [38], timestep  447
2024-08-18 15:55:51.737473: Remain 3 Samples, max category conditions [38], timestep  446
2024-08-18 15:55:51.825443: Remain 3 Samples, max category conditions [38], timestep  445
