mlp
2024-08-18 16:30:31.965618: Remain 1850 Samples, max category conditions [35], timestep  999
2024-08-18 16:46:52.631924: Remain 2 Samples, max category conditions [32], timestep  936
2024-08-18 16:46:52.736532: Remain 2 Samples, max category conditions [32], timestep  935
2024-08-18 16:46:52.833148: Remain 2 Samples, max category conditions [32], timestep  934
2024-08-18 16:46:52.937293: Remain 2 Samples, max category conditions [32], timestep  933
2024-08-18 16:46:53.030508: Remain 2 Samples, max category conditions [32], timestep  932
2024-08-18 16:46:53.133118: Remain 2 Samples, max category conditions [32], timestep  931
2024-08-18 16:46:53.252661: Remain 2 Samples, max category conditions [32], timestep  930
2024-08-18 16:46:53.350211: Remain 2 Samples, max category conditions [32], timestep  929
2024-08-18 16:46:53.455817: Remain 2 Samples, max category conditions [32], timestep  928
2024-08-18 16:46:53.554262: Remain 2 Samples, max category conditions [32], timestep  927
2024-08-18 16:46:53.655867: Remain 2 Samples, max category conditions [32], timestep  926
2024-08-18 16:46:53.753452: Remain 2 Samples, max category conditions [32], timestep  925
2024-08-18 16:46:53.856031: Remain 2 Samples, max category conditions [32], timestep  924
2024-08-18 16:46:53.954509: Remain 2 Samples, max category conditions [32], timestep  923
2024-08-18 16:46:54.053577: Remain 2 Samples, max category conditions [32], timestep  922
2024-08-18 16:46:54.150160: Remain 2 Samples, max category conditions [32], timestep  921
2024-08-18 16:46:54.252778: Remain 2 Samples, max category conditions [32], timestep  920
2024-08-18 16:46:54.357345: Remain 2 Samples, max category conditions [32], timestep  919
2024-08-18 16:46:54.453897: Remain 2 Samples, max category conditions [32], timestep  918
2024-08-18 16:46:54.556163: Remain 2 Samples, max category conditions [32], timestep  917
2024-08-18 16:46:54.649716: Remain 2 Samples, max category conditions [32], timestep  916
2024-08-18 16:46:54.753291: Remain 2 Samples, max category conditions [32], timestep  915
2024-08-18 16:46:54.850466: Remain 2 Samples, max category conditions [32], timestep  914
2024-08-18 16:46:54.950077: Remain 2 Samples, max category conditions [32], timestep  913
2024-08-18 16:46:55.050591: Remain 2 Samples, max category conditions [32], timestep  912
2024-08-18 16:46:55.150071: Remain 2 Samples, max category conditions [32], timestep  911
2024-08-18 16:46:55.250572: Remain 2 Samples, max category conditions [32], timestep  910
2024-08-18 16:46:55.355089: Remain 2 Samples, max category conditions [32], timestep  909
2024-08-18 16:46:55.449659: Remain 2 Samples, max category conditions [32], timestep  908
2024-08-18 16:46:55.552906: Remain 2 Samples, max category conditions [32], timestep  907
2024-08-18 16:46:55.649492: Remain 2 Samples, max category conditions [32], timestep  906
2024-08-18 16:46:55.756069: Remain 2 Samples, max category conditions [32], timestep  905
2024-08-18 16:46:55.845258: Remain 2 Samples, max category conditions [32], timestep  904
2024-08-18 16:46:55.947840: Remain 2 Samples, max category conditions [32], timestep  903
2024-08-18 16:46:56.049417: Remain 2 Samples, max category conditions [32], timestep  902
2024-08-18 16:46:56.153558: Remain 2 Samples, max category conditions [32], timestep  901
2024-08-18 16:46:56.253143: Remain 2 Samples, max category conditions [32], timestep  900
2024-08-18 16:46:56.353959: Remain 2 Samples, max category conditions [32], timestep  899
2024-08-18 16:46:56.467564: Remain 2 Samples, max category conditions [32], timestep  898
2024-08-18 16:46:56.568049: Remain 2 Samples, max category conditions [32], timestep  897
2024-08-18 16:46:56.672659: Remain 2 Samples, max category conditions [32], timestep  896
2024-08-18 16:46:56.770811: Remain 2 Samples, max category conditions [32], timestep  895
2024-08-18 16:46:56.865961: Remain 2 Samples, max category conditions [32], timestep  894
2024-08-18 16:46:56.966539: Remain 2 Samples, max category conditions [32], timestep  893
2024-08-18 16:46:57.068132: Remain 2 Samples, max category conditions [32], timestep  892
2024-08-18 16:46:57.181297: Remain 2 Samples, max category conditions [32], timestep  891
2024-08-18 16:46:57.281902: Remain 2 Samples, max category conditions [32], timestep  890
2024-08-18 16:46:57.386476: Remain 2 Samples, max category conditions [32], timestep  889
2024-08-18 16:46:57.482810: Remain 2 Samples, max category conditions [32], timestep  888
2024-08-18 16:46:57.583399: Remain 2 Samples, max category conditions [32], timestep  887
2024-08-18 16:46:57.683940: Remain 2 Samples, max category conditions [32], timestep  886
2024-08-18 16:46:57.787213: Remain 2 Samples, max category conditions [32], timestep  885
2024-08-18 16:46:57.890789: Remain 2 Samples, max category conditions [32], timestep  884
2024-08-18 16:46:57.991405: Remain 2 Samples, max category conditions [32], timestep  883
2024-08-18 16:46:58.089823: Remain 2 Samples, max category conditions [32], timestep  882
2024-08-18 16:46:58.192421: Remain 2 Samples, max category conditions [32], timestep  881
2024-08-18 16:46:58.290874: Remain 2 Samples, max category conditions [32], timestep  880
2024-08-18 16:46:58.394441: Remain 2 Samples, max category conditions [32], timestep  879
2024-08-18 16:46:58.498660: Remain 2 Samples, max category conditions [32], timestep  878
2024-08-18 16:46:58.607251: Remain 2 Samples, max category conditions [32], timestep  877
2024-08-18 16:46:58.718367: Remain 2 Samples, max category conditions [32], timestep  876
2024-08-18 16:46:58.814937: Remain 2 Samples, max category conditions [32], timestep  875
2024-08-18 16:46:58.919575: Remain 2 Samples, max category conditions [32], timestep  874
2024-08-18 16:46:59.016118: Remain 2 Samples, max category conditions [32], timestep  873
2024-08-18 16:46:59.120728: Remain 2 Samples, max category conditions [32], timestep  872
2024-08-18 16:46:59.216303: Remain 2 Samples, max category conditions [32], timestep  871
2024-08-18 16:46:59.338911: Remain 2 Samples, max category conditions [32], timestep  870
2024-08-18 16:46:59.439492: Remain 2 Samples, max category conditions [32], timestep  869
2024-08-18 16:46:59.537103: Remain 2 Samples, max category conditions [32], timestep  868
2024-08-18 16:46:59.638709: Remain 2 Samples, max category conditions [32], timestep  867
2024-08-18 16:46:59.741317: Remain 2 Samples, max category conditions [32], timestep  866
2024-08-18 16:46:59.839894: Remain 2 Samples, max category conditions [32], timestep  865
2024-08-18 16:46:59.940501: Remain 2 Samples, max category conditions [32], timestep  864
2024-08-18 16:47:00.043111: Remain 2 Samples, max category conditions [32], timestep  863
2024-08-18 16:47:00.143720: Remain 2 Samples, max category conditions [32], timestep  862
2024-08-18 16:47:00.247338: Remain 2 Samples, max category conditions [32], timestep  861
2024-08-18 16:47:00.348938: Remain 2 Samples, max category conditions [32], timestep  860
2024-08-18 16:47:00.447547: Remain 2 Samples, max category conditions [32], timestep  859
2024-08-18 16:47:00.552156: Remain 2 Samples, max category conditions [32], timestep  858
2024-08-18 16:47:00.807947: Remain 2 Samples, max category conditions [32], timestep  857
2024-08-18 16:47:00.925763: Remain 2 Samples, max category conditions [32], timestep  856
2024-08-18 16:47:01.037304: Remain 2 Samples, max category conditions [32], timestep  855
2024-08-18 16:47:01.148914: Remain 2 Samples, max category conditions [32], timestep  854
2024-08-18 16:47:01.249492: Remain 2 Samples, max category conditions [32], timestep  853
2024-08-18 16:47:01.350124: Remain 2 Samples, max category conditions [32], timestep  852
2024-08-18 16:47:01.452681: Remain 2 Samples, max category conditions [32], timestep  851
2024-08-18 16:47:01.549287: Remain 2 Samples, max category conditions [32], timestep  850
2024-08-18 16:47:01.651862: Remain 2 Samples, max category conditions [32], timestep  849
2024-08-18 16:47:01.749473: Remain 2 Samples, max category conditions [32], timestep  848
2024-08-18 16:47:01.853101: Remain 2 Samples, max category conditions [32], timestep  847
2024-08-18 16:47:01.951256: Remain 2 Samples, max category conditions [32], timestep  846
2024-08-18 16:47:02.058547: Remain 2 Samples, max category conditions [32], timestep  845
2024-08-18 16:47:02.171060: Remain 2 Samples, max category conditions [32], timestep  844
2024-08-18 16:47:02.274635: Remain 2 Samples, max category conditions [32], timestep  843
2024-08-18 16:47:02.375215: Remain 2 Samples, max category conditions [32], timestep  842
2024-08-18 16:47:02.473794: Remain 2 Samples, max category conditions [32], timestep  841
2024-08-18 16:47:02.575338: Remain 2 Samples, max category conditions [32], timestep  840
2024-08-18 16:47:02.673914: Remain 2 Samples, max category conditions [32], timestep  839
2024-08-18 16:47:02.777491: Remain 2 Samples, max category conditions [32], timestep  838
2024-08-18 16:47:02.881039: Remain 2 Samples, max category conditions [32], timestep  837
2024-08-18 16:47:02.985512: Remain 2 Samples, max category conditions [32], timestep  836
2024-08-18 16:47:03.083058: Remain 2 Samples, max category conditions [32], timestep  835
2024-08-18 16:47:03.182669: Remain 2 Samples, max category conditions [32], timestep  834
2024-08-18 16:47:03.286242: Remain 2 Samples, max category conditions [32], timestep  833
2024-08-18 16:47:03.387849: Remain 2 Samples, max category conditions [32], timestep  832
2024-08-18 16:47:03.482442: Remain 2 Samples, max category conditions [32], timestep  831
2024-08-18 16:47:03.581044: Remain 2 Samples, max category conditions [32], timestep  830
2024-08-18 16:47:03.697647: Remain 2 Samples, max category conditions [32], timestep  829
2024-08-18 16:47:03.798199: Remain 2 Samples, max category conditions [32], timestep  828
2024-08-18 16:47:03.902787: Remain 2 Samples, max category conditions [32], timestep  827
2024-08-18 16:47:03.999187: Remain 2 Samples, max category conditions [32], timestep  826
2024-08-18 16:47:04.103728: Remain 2 Samples, max category conditions [32], timestep  825
2024-08-18 16:47:04.224704: Remain 2 Samples, max category conditions [32], timestep  824
2024-08-18 16:47:04.325056: Remain 2 Samples, max category conditions [32], timestep  823
2024-08-18 16:47:04.424634: Remain 2 Samples, max category conditions [32], timestep  822
2024-08-18 16:47:04.528268: Remain 2 Samples, max category conditions [32], timestep  821
2024-08-18 16:47:04.631847: Remain 2 Samples, max category conditions [32], timestep  820
2024-08-18 16:47:04.742427: Remain 2 Samples, max category conditions [32], timestep  819
2024-08-18 16:47:04.839039: Remain 2 Samples, max category conditions [32], timestep  818
2024-08-18 16:47:04.933406: Remain 2 Samples, max category conditions [32], timestep  817
2024-08-18 16:47:05.036985: Remain 2 Samples, max category conditions [32], timestep  816
2024-08-18 16:47:05.148595: Remain 2 Samples, max category conditions [32], timestep  815
2024-08-18 16:47:05.254248: Remain 2 Samples, max category conditions [32], timestep  814
2024-08-18 16:47:05.349252: Remain 2 Samples, max category conditions [32], timestep  813
2024-08-18 16:47:05.453843: Remain 2 Samples, max category conditions [32], timestep  812
2024-08-18 16:47:05.549476: Remain 2 Samples, max category conditions [32], timestep  811
2024-08-18 16:47:05.654063: Remain 2 Samples, max category conditions [32], timestep  810
2024-08-18 16:47:05.752674: Remain 2 Samples, max category conditions [32], timestep  809
2024-08-18 16:47:05.869188: Remain 2 Samples, max category conditions [32], timestep  808
2024-08-18 16:47:05.971697: Remain 2 Samples, max category conditions [32], timestep  807
2024-08-18 16:47:06.066209: Remain 2 Samples, max category conditions [32], timestep  806
2024-08-18 16:47:06.169826: Remain 2 Samples, max category conditions [32], timestep  805
2024-08-18 16:47:06.267405: Remain 2 Samples, max category conditions [32], timestep  804
2024-08-18 16:47:06.367055: Remain 2 Samples, max category conditions [32], timestep  803
2024-08-18 16:47:06.470661: Remain 2 Samples, max category conditions [32], timestep  802
2024-08-18 16:47:06.573242: Remain 2 Samples, max category conditions [32], timestep  801
2024-08-18 16:47:06.674752: Remain 2 Samples, max category conditions [32], timestep  800
2024-08-18 16:47:06.775354: Remain 2 Samples, max category conditions [32], timestep  799
2024-08-18 16:47:06.869839: Remain 2 Samples, max category conditions [32], timestep  798
2024-08-18 16:47:06.971443: Remain 2 Samples, max category conditions [32], timestep  797
2024-08-18 16:47:07.071052: Remain 2 Samples, max category conditions [32], timestep  796
2024-08-18 16:47:07.171635: Remain 2 Samples, max category conditions [32], timestep  795
2024-08-18 16:47:07.272843: Remain 2 Samples, max category conditions [32], timestep  794
2024-08-18 16:47:07.366453: Remain 2 Samples, max category conditions [32], timestep  793
2024-08-18 16:47:07.467026: Remain 2 Samples, max category conditions [32], timestep  792
2024-08-18 16:47:07.568019: Remain 2 Samples, max category conditions [32], timestep  791
2024-08-18 16:47:07.673576: Remain 2 Samples, max category conditions [32], timestep  790
2024-08-18 16:47:07.771154: Remain 2 Samples, max category conditions [32], timestep  789
2024-08-18 16:47:07.884726: Remain 2 Samples, max category conditions [32], timestep  788
2024-08-18 16:47:07.986302: Remain 2 Samples, max category conditions [32], timestep  787
2024-08-18 16:47:08.092565: Remain 2 Samples, max category conditions [32], timestep  786
2024-08-18 16:47:08.189135: Remain 2 Samples, max category conditions [32], timestep  785
2024-08-18 16:47:08.282715: Remain 2 Samples, max category conditions [32], timestep  784
2024-08-18 16:47:08.382296: Remain 2 Samples, max category conditions [32], timestep  783
2024-08-18 16:47:08.483873: Remain 2 Samples, max category conditions [32], timestep  782
2024-08-18 16:47:08.583183: Remain 2 Samples, max category conditions [32], timestep  781
2024-08-18 16:47:08.688307: Remain 2 Samples, max category conditions [32], timestep  780
2024-08-18 16:47:08.789264: Remain 2 Samples, max category conditions [32], timestep  779
2024-08-18 16:47:08.886843: Remain 2 Samples, max category conditions [32], timestep  778
2024-08-18 16:47:08.993423: Remain 2 Samples, max category conditions [32], timestep  777
2024-08-18 16:47:09.107010: Remain 2 Samples, max category conditions [32], timestep  776
2024-08-18 16:47:09.216553: Remain 2 Samples, max category conditions [32], timestep  775
2024-08-18 16:47:09.319526: Remain 2 Samples, max category conditions [32], timestep  774
2024-08-18 16:47:09.416510: Remain 2 Samples, max category conditions [32], timestep  773
2024-08-18 16:47:09.519565: Remain 2 Samples, max category conditions [32], timestep  772
2024-08-18 16:47:09.615601: Remain 2 Samples, max category conditions [32], timestep  771
2024-08-18 16:47:09.716787: Remain 2 Samples, max category conditions [32], timestep  770
2024-08-18 16:47:09.819993: Remain 2 Samples, max category conditions [32], timestep  769
2024-08-18 16:47:09.920514: Remain 2 Samples, max category conditions [32], timestep  768
2024-08-18 16:47:10.016519: Remain 2 Samples, max category conditions [32], timestep  767
2024-08-18 16:47:10.120134: Remain 2 Samples, max category conditions [32], timestep  766
2024-08-18 16:47:10.217142: Remain 2 Samples, max category conditions [32], timestep  765
2024-08-18 16:47:10.339823: Remain 2 Samples, max category conditions [32], timestep  764
2024-08-18 16:47:10.440435: Remain 2 Samples, max category conditions [32], timestep  763
2024-08-18 16:47:10.542080: Remain 2 Samples, max category conditions [32], timestep  762
2024-08-18 16:47:10.642654: Remain 2 Samples, max category conditions [32], timestep  761
2024-08-18 16:47:10.749301: Remain 2 Samples, max category conditions [32], timestep  760
2024-08-18 16:47:10.847873: Remain 2 Samples, max category conditions [32], timestep  759
2024-08-18 16:47:10.952514: Remain 2 Samples, max category conditions [32], timestep  758
2024-08-18 16:47:11.049694: Remain 2 Samples, max category conditions [32], timestep  757
2024-08-18 16:47:11.153264: Remain 2 Samples, max category conditions [32], timestep  756
2024-08-18 16:47:11.249785: Remain 2 Samples, max category conditions [32], timestep  755
2024-08-18 16:47:11.368394: Remain 2 Samples, max category conditions [32], timestep  754
2024-08-18 16:47:11.467032: Remain 2 Samples, max category conditions [32], timestep  753
2024-08-18 16:47:11.570580: Remain 2 Samples, max category conditions [32], timestep  752
2024-08-18 16:47:11.669192: Remain 2 Samples, max category conditions [32], timestep  751
2024-08-18 16:47:11.785741: Remain 2 Samples, max category conditions [32], timestep  750
2024-08-18 16:47:11.886317: Remain 2 Samples, max category conditions [32], timestep  749
2024-08-18 16:47:11.982797: Remain 2 Samples, max category conditions [32], timestep  748
2024-08-18 16:47:12.086362: Remain 2 Samples, max category conditions [32], timestep  747
2024-08-18 16:47:12.192358: Remain 2 Samples, max category conditions [32], timestep  746
2024-08-18 16:47:12.287597: Remain 2 Samples, max category conditions [32], timestep  745
2024-08-18 16:47:12.382238: Remain 2 Samples, max category conditions [32], timestep  744
2024-08-18 16:47:12.488786: Remain 2 Samples, max category conditions [32], timestep  743
2024-08-18 16:47:12.583394: Remain 2 Samples, max category conditions [32], timestep  742
2024-08-18 16:47:12.690944: Remain 2 Samples, max category conditions [32], timestep  741
2024-08-18 16:47:12.789335: Remain 2 Samples, max category conditions [32], timestep  740
2024-08-18 16:47:12.889944: Remain 2 Samples, max category conditions [32], timestep  739
2024-08-18 16:47:13.003526: Remain 2 Samples, max category conditions [32], timestep  738
2024-08-18 16:47:13.101070: Remain 2 Samples, max category conditions [32], timestep  737
2024-08-18 16:47:13.200203: Remain 2 Samples, max category conditions [32], timestep  736
2024-08-18 16:47:13.301631: Remain 2 Samples, max category conditions [32], timestep  735
2024-08-18 16:47:13.403167: Remain 2 Samples, max category conditions [32], timestep  734
2024-08-18 16:47:13.503630: Remain 2 Samples, max category conditions [32], timestep  733
2024-08-18 16:47:13.605209: Remain 2 Samples, max category conditions [32], timestep  732
2024-08-18 16:47:13.712525: Remain 2 Samples, max category conditions [32], timestep  731
2024-08-18 16:47:13.808622: Remain 2 Samples, max category conditions [32], timestep  730
2024-08-18 16:47:13.905137: Remain 2 Samples, max category conditions [32], timestep  729
2024-08-18 16:47:14.006676: Remain 2 Samples, max category conditions [32], timestep  728
2024-08-18 16:47:14.108196: Remain 2 Samples, max category conditions [32], timestep  727
2024-08-18 16:47:14.215739: Remain 2 Samples, max category conditions [32], timestep  726
2024-08-18 16:47:14.321255: Remain 2 Samples, max category conditions [32], timestep  725
2024-08-18 16:47:14.417769: Remain 2 Samples, max category conditions [32], timestep  724
2024-08-18 16:47:14.516312: Remain 2 Samples, max category conditions [32], timestep  723
2024-08-18 16:47:14.616543: Remain 2 Samples, max category conditions [32], timestep  722
2024-08-18 16:47:14.721059: Remain 2 Samples, max category conditions [32], timestep  721
2024-08-18 16:47:14.821367: Remain 2 Samples, max category conditions [32], timestep  720
2024-08-18 16:47:14.915649: Remain 2 Samples, max category conditions [32], timestep  719
2024-08-18 16:47:15.019193: Remain 2 Samples, max category conditions [32], timestep  718
2024-08-18 16:47:15.116707: Remain 2 Samples, max category conditions [32], timestep  717
2024-08-18 16:47:15.216943: Remain 2 Samples, max category conditions [32], timestep  716
2024-08-18 16:47:15.318285: Remain 2 Samples, max category conditions [32], timestep  715
2024-08-18 16:47:15.419547: Remain 2 Samples, max category conditions [32], timestep  714
2024-08-18 16:47:15.516126: Remain 2 Samples, max category conditions [32], timestep  713
2024-08-18 16:47:15.619677: Remain 2 Samples, max category conditions [32], timestep  712
2024-08-18 16:47:15.725740: Remain 2 Samples, max category conditions [32], timestep  711
2024-08-18 16:47:15.822743: Remain 2 Samples, max category conditions [32], timestep  710
2024-08-18 16:47:15.921308: Remain 2 Samples, max category conditions [32], timestep  709
2024-08-18 16:47:16.020884: Remain 2 Samples, max category conditions [32], timestep  708
2024-08-18 16:47:16.116441: Remain 2 Samples, max category conditions [32], timestep  707
2024-08-18 16:47:16.218976: Remain 2 Samples, max category conditions [32], timestep  706
2024-08-18 16:47:16.315542: Remain 2 Samples, max category conditions [32], timestep  705
2024-08-18 16:47:16.419118: Remain 2 Samples, max category conditions [32], timestep  704
2024-08-18 16:47:16.516684: Remain 2 Samples, max category conditions [32], timestep  703
2024-08-18 16:47:16.616228: Remain 2 Samples, max category conditions [32], timestep  702
2024-08-18 16:47:16.720296: Remain 2 Samples, max category conditions [32], timestep  701
2024-08-18 16:47:16.820453: Remain 2 Samples, max category conditions [32], timestep  700
2024-08-18 16:47:16.922026: Remain 2 Samples, max category conditions [32], timestep  699
2024-08-18 16:47:17.024614: Remain 2 Samples, max category conditions [32], timestep  698
2024-08-18 16:47:17.137692: Remain 2 Samples, max category conditions [32], timestep  697
2024-08-18 16:47:17.239213: Remain 2 Samples, max category conditions [32], timestep  696
2024-08-18 16:47:17.341756: Remain 2 Samples, max category conditions [32], timestep  695
2024-08-18 16:47:17.440384: Remain 2 Samples, max category conditions [32], timestep  694
2024-08-18 16:47:17.545936: Remain 2 Samples, max category conditions [32], timestep  693
2024-08-18 16:47:17.647411: Remain 2 Samples, max category conditions [32], timestep  692
2024-08-18 16:47:17.749951: Remain 2 Samples, max category conditions [32], timestep  691
2024-08-18 16:47:17.853426: Remain 2 Samples, max category conditions [32], timestep  690
2024-08-18 16:47:17.966015: Remain 2 Samples, max category conditions [32], timestep  689
2024-08-18 16:47:18.070564: Remain 2 Samples, max category conditions [32], timestep  688
2024-08-18 16:47:18.165133: Remain 2 Samples, max category conditions [32], timestep  687
2024-08-18 16:47:18.270348: Remain 2 Samples, max category conditions [32], timestep  686
2024-08-18 16:47:18.374894: Remain 2 Samples, max category conditions [32], timestep  685
2024-08-18 16:47:18.475474: Remain 2 Samples, max category conditions [32], timestep  684
2024-08-18 16:47:18.572088: Remain 2 Samples, max category conditions [32], timestep  683
2024-08-18 16:47:18.681695: Remain 2 Samples, max category conditions [32], timestep  682
2024-08-18 16:47:18.782311: Remain 2 Samples, max category conditions [32], timestep  681
2024-08-18 16:47:18.886921: Remain 2 Samples, max category conditions [32], timestep  680
2024-08-18 16:47:18.985009: Remain 2 Samples, max category conditions [32], timestep  679
2024-08-18 16:47:19.083585: Remain 2 Samples, max category conditions [32], timestep  678
2024-08-18 16:47:19.196727: Remain 2 Samples, max category conditions [32], timestep  677
2024-08-18 16:47:19.291304: Remain 2 Samples, max category conditions [32], timestep  676
2024-08-18 16:47:19.397881: Remain 2 Samples, max category conditions [32], timestep  675
2024-08-18 16:47:19.504490: Remain 2 Samples, max category conditions [32], timestep  674
2024-08-18 16:47:19.605000: Remain 2 Samples, max category conditions [32], timestep  673
2024-08-18 16:47:19.707577: Remain 2 Samples, max category conditions [32], timestep  672
2024-08-18 16:47:19.820772: Remain 2 Samples, max category conditions [32], timestep  671
2024-08-18 16:47:19.932443: Remain 2 Samples, max category conditions [32], timestep  670
2024-08-18 16:47:20.037049: Remain 2 Samples, max category conditions [32], timestep  669
2024-08-18 16:47:20.132657: Remain 2 Samples, max category conditions [32], timestep  668
2024-08-18 16:47:20.241233: Remain 2 Samples, max category conditions [32], timestep  667
2024-08-18 16:47:20.339827: Remain 2 Samples, max category conditions [32], timestep  666
2024-08-18 16:47:20.442435: Remain 2 Samples, max category conditions [32], timestep  665
2024-08-18 16:47:20.539040: Remain 2 Samples, max category conditions [32], timestep  664
2024-08-18 16:47:20.731891: Remain 2 Samples, max category conditions [32], timestep  663
2024-08-18 16:47:20.837172: Remain 2 Samples, max category conditions [32], timestep  662
2024-08-18 16:47:20.931376: Remain 2 Samples, max category conditions [32], timestep  661
2024-08-18 16:47:21.035461: Remain 2 Samples, max category conditions [32], timestep  660
2024-08-18 16:47:21.132029: Remain 2 Samples, max category conditions [32], timestep  659
2024-08-18 16:47:21.237586: Remain 2 Samples, max category conditions [32], timestep  658
2024-08-18 16:47:21.355082: Remain 2 Samples, max category conditions [32], timestep  657
2024-08-18 16:47:21.449685: Remain 2 Samples, max category conditions [32], timestep  656
2024-08-18 16:47:21.549825: Remain 2 Samples, max category conditions [32], timestep  655
2024-08-18 16:47:21.651435: Remain 2 Samples, max category conditions [32], timestep  654
2024-08-18 16:47:21.753075: Remain 2 Samples, max category conditions [32], timestep  653
2024-08-18 16:47:21.850323: Remain 2 Samples, max category conditions [32], timestep  652
2024-08-18 16:47:21.949930: Remain 2 Samples, max category conditions [32], timestep  651
2024-08-18 16:47:22.050514: Remain 2 Samples, max category conditions [32], timestep  650
2024-08-18 16:47:22.157150: Remain 2 Samples, max category conditions [32], timestep  649
2024-08-18 16:47:22.248783: Remain 2 Samples, max category conditions [32], timestep  648
2024-08-18 16:47:22.349367: Remain 2 Samples, max category conditions [32], timestep  647
2024-08-18 16:47:22.465975: Remain 2 Samples, max category conditions [32], timestep  646
2024-08-18 16:47:22.558556: Remain 2 Samples, max category conditions [32], timestep  645
2024-08-18 16:47:22.649132: Remain 2 Samples, max category conditions [32], timestep  644
2024-08-18 16:47:22.755745: Remain 2 Samples, max category conditions [32], timestep  643
2024-08-18 16:47:22.858259: Remain 2 Samples, max category conditions [32], timestep  642
2024-08-18 16:47:22.965866: Remain 2 Samples, max category conditions [32], timestep  641
2024-08-18 16:47:23.058470: Remain 2 Samples, max category conditions [32], timestep  640
2024-08-18 16:47:23.150048: Remain 2 Samples, max category conditions [32], timestep  639
2024-08-18 16:47:23.252657: Remain 2 Samples, max category conditions [32], timestep  638
2024-08-18 16:47:23.350819: Remain 2 Samples, max category conditions [32], timestep  637
2024-08-18 16:47:23.452426: Remain 2 Samples, max category conditions [32], timestep  636
2024-08-18 16:47:23.549000: Remain 2 Samples, max category conditions [32], timestep  635
2024-08-18 16:47:23.656307: Remain 2 Samples, max category conditions [32], timestep  634
2024-08-18 16:47:23.755920: Remain 2 Samples, max category conditions [32], timestep  633
2024-08-18 16:47:23.854527: Remain 2 Samples, max category conditions [32], timestep  632
2024-08-18 16:47:23.955066: Remain 2 Samples, max category conditions [32], timestep  631
2024-08-18 16:47:24.048675: Remain 2 Samples, max category conditions [32], timestep  630
2024-08-18 16:47:24.154294: Remain 2 Samples, max category conditions [32], timestep  629
2024-08-18 16:47:24.261899: Remain 2 Samples, max category conditions [32], timestep  628
2024-08-18 16:47:24.359434: Remain 2 Samples, max category conditions [32], timestep  627
2024-08-18 16:47:24.456016: Remain 2 Samples, max category conditions [32], timestep  626
2024-08-18 16:47:24.559625: Remain 2 Samples, max category conditions [32], timestep  625
2024-08-18 16:47:24.662231: Remain 2 Samples, max category conditions [32], timestep  624
2024-08-18 16:47:24.765545: Remain 2 Samples, max category conditions [32], timestep  623
2024-08-18 16:47:24.868153: Remain 2 Samples, max category conditions [32], timestep  622
2024-08-18 16:47:24.968728: Remain 2 Samples, max category conditions [32], timestep  621
2024-08-18 16:47:25.066337: Remain 2 Samples, max category conditions [32], timestep  620
2024-08-18 16:47:25.169943: Remain 2 Samples, max category conditions [32], timestep  619
2024-08-18 16:47:25.267552: Remain 2 Samples, max category conditions [32], timestep  618
2024-08-18 16:47:25.369161: Remain 2 Samples, max category conditions [32], timestep  617
2024-08-18 16:47:25.466771: Remain 2 Samples, max category conditions [32], timestep  616
2024-08-18 16:47:25.570392: Remain 2 Samples, max category conditions [32], timestep  615
2024-08-18 16:47:25.678553: Remain 2 Samples, max category conditions [32], timestep  614
2024-08-18 16:47:25.780134: Remain 2 Samples, max category conditions [32], timestep  613
2024-08-18 16:47:25.873654: Remain 2 Samples, max category conditions [32], timestep  612
2024-08-18 16:47:25.983269: Remain 2 Samples, max category conditions [32], timestep  611
2024-08-18 16:47:26.082876: Remain 2 Samples, max category conditions [32], timestep  610
2024-08-18 16:47:26.186481: Remain 2 Samples, max category conditions [32], timestep  609
2024-08-18 16:47:26.282071: Remain 2 Samples, max category conditions [32], timestep  608
2024-08-18 16:47:26.381669: Remain 2 Samples, max category conditions [32], timestep  607
2024-08-18 16:47:26.482269: Remain 2 Samples, max category conditions [32], timestep  606
2024-08-18 16:47:26.586850: Remain 2 Samples, max category conditions [32], timestep  605
2024-08-18 16:47:26.684429: Remain 2 Samples, max category conditions [32], timestep  604
2024-08-18 16:47:26.788608: Remain 2 Samples, max category conditions [32], timestep  603
2024-08-18 16:47:26.885211: Remain 2 Samples, max category conditions [32], timestep  602
2024-08-18 16:47:26.990797: Remain 2 Samples, max category conditions [32], timestep  601
2024-08-18 16:47:27.105404: Remain 2 Samples, max category conditions [32], timestep  600
2024-08-18 16:47:27.218049: Remain 2 Samples, max category conditions [32], timestep  599
2024-08-18 16:47:27.314567: Remain 2 Samples, max category conditions [32], timestep  598
2024-08-18 16:47:27.424145: Remain 2 Samples, max category conditions [32], timestep  597
2024-08-18 16:47:27.531321: Remain 2 Samples, max category conditions [32], timestep  596
2024-08-18 16:47:27.632894: Remain 2 Samples, max category conditions [32], timestep  595
2024-08-18 16:47:27.735460: Remain 2 Samples, max category conditions [32], timestep  594
2024-08-18 16:47:27.832738: Remain 2 Samples, max category conditions [32], timestep  593
2024-08-18 16:47:27.936808: Remain 2 Samples, max category conditions [32], timestep  592
2024-08-18 16:47:28.031119: Remain 2 Samples, max category conditions [32], timestep  591
2024-08-18 16:47:28.137257: Remain 2 Samples, max category conditions [32], timestep  590
2024-08-18 16:47:28.232267: Remain 2 Samples, max category conditions [32], timestep  589
